#airframe_info, log_version="1.00", airframe_name="Cessna 208B", unit_software_part_number="006-B0319-A3", unit_software_version="12.03", system_software_part_number="006-B0767-13", system_id="24F5FC5E6", mode=NORMAL, 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts,  amps,   gals,   gals,      gph,   deg F,     psi,  ft lbs,     rpm,       %,   deg C,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1,  amp1,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 Torq,   E1 NP,   E1 NG,  E1 ITT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2019-08-19, 06:16:33,  +00:00,       ,   -1.3187517,   36.8139343,  5411.2, 30.21,  5496.8,  16.8,   0.00,   0.00,    0.00,  -0.47,   0.97,  -0.01,   0.00,  71.3, 359.4,  28.3,  31.6,  87.71,  99.59,    16.26,  132.58,   94.51,  136.93, 1045.40,   53.79,  579.70,  5445.3,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  73.5,       
2019-08-19, 06:16:33,  +00:00,       ,   -1.3187517,   36.8139343,  5411.2, 30.21,  5496.8,  16.8,   0.00,   0.00,    0.00,  -0.49,   0.98,  -0.01,   0.01,  71.3, 359.4,  28.3,  31.7,  87.71,  99.59,    16.26,  132.58,   94.41,  136.93, 1045.35,   53.79,  579.73,  5445.3,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  73.5,       
2019-08-19, 06:16:34,  +00:00,       ,   -1.3187517,   36.8139305,  5411.2, 30.21,  5496.6,  16.8,   0.00,   0.00,    0.00,  -0.48,   0.96,  -0.01,   0.00,  71.3, 359.4,  28.3,  31.7,  87.58,  99.59,    16.26,  132.63,   94.47,  136.65, 1045.34,   53.79,  580.02,  5445.1,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  73.5,       
2019-08-19, 06:16:35,  +00:00,       ,   -1.3187513,   36.8139305,  5411.2, 30.21,  5496.3,  16.8,   0.00,   0.00,    0.00,  -0.46,   0.97,  -0.02,  -0.00,  71.3, 359.4,  28.3,  31.5,  87.58,  99.59,    16.24,  132.68,   94.40,  136.39, 1045.56,   53.80,  580.15,  5444.8,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  73.5,       
2019-08-19, 06:16:36,  +00:00,       ,   -1.3187513,   36.8139305,  5411.2, 30.21,  5496.5,  16.8,   0.00,   0.00,    0.00,  -0.45,   0.97,  -0.01,   0.00,  71.3, 359.4,  28.3,  31.2,  87.58,  99.72,    16.24,  132.73,   94.41,  136.55, 1045.11,   53.80,  580.35,  5445.1,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  73.5,       
2019-08-19, 06:16:37,  +00:00,       ,   -1.3187509,   36.8139305,  5411.2, 30.21,  5497.3,  16.8,   0.00,   0.00,    0.00,  -0.44,   0.94,  -0.02,  -0.01,  71.3, 359.4,  28.3,  30.6,  87.45,  99.78,    16.22,  132.79,   94.38,  136.39, 1044.96,   53.81,  580.58,  5445.8,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  73.5,       
2019-08-19, 06:16:38,  +00:00,       ,   -1.3187505,   36.8139343,  5411.2, 30.21,  5497.3,  16.8,   0.00,   0.00,    0.00,  -0.44,   0.96,  -0.02,   0.00,  71.3, 359.4,  28.2,  30.3,  87.45,  99.78,    16.23,  132.84,   94.39,  136.14, 1045.29,   53.82,  580.54,  5445.8,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  73.5,       
2019-08-19, 06:16:39,  +00:00,       ,   -1.3187503,   36.8139343,  5411.2, 30.21,  5497.7,  16.8,   0.00,   0.00,    0.00,  -0.44,   0.96,  -0.01,  -0.00,  71.3, 359.4,  28.4,  38.0,  87.45,  99.85,    17.00,  132.90,   94.50,  142.42, 1049.76,   54.28,  584.37,  5446.2,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  73.5,       
2019-08-19, 06:16:40,  +00:00,       ,   -1.3187486,   36.8139305,  5411.2, 30.21,  5498.6,  16.8,   0.00,   0.00,    0.00,  -0.44,   0.96,  -0.02,  -0.01,  71.3, 359.4,  28.5,  37.8,  87.45,  99.85,    18.20,  132.96,   94.81,  160.57, 1073.02,   56.20,  606.82,  5447.1,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:41,  +00:00,       ,   -1.3187482,   36.8139343,  5411.2, 30.21,  5498.4,  16.8,   0.00,   0.00,    0.00,  -0.43,   0.97,  -0.01,  -0.00,  71.3, 359.4,  28.5,  38.2,  87.32,  99.85,    18.51,  133.02,   94.86,  169.05, 1100.69,   57.56,  615.46,  5446.9,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:42,  +00:00,       ,   -1.3187476,   36.8139343,  5411.2, 30.21,  5498.9,  16.8,   0.00,   0.00,    0.00,  -0.40,   1.00,  -0.01,  -0.01,  71.3, 359.4,  28.5,  36.5,  87.32,  99.78,    18.43,  133.07,   95.03,  171.10, 1123.31,   58.22,  609.97,  5447.5,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:43,  +00:00,       ,   -1.3187467,   36.8139343,  5411.2, 30.21,  5498.1,  16.8,   0.00,   0.00,    0.00,  -0.44,   0.98,  -0.02,   0.01,  71.3, 359.4,  28.5,  35.4,  87.32,  99.85,    18.15,  133.14,   95.03,  168.63, 1137.54,   58.33,  599.41,  5446.6,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:44,  +00:00,       ,   -1.3187459,   36.8139381,  5411.2, 30.21,  5498.1,  16.8,   0.00,   0.00,    0.00,  -0.40,   1.02,  -0.01,   0.01,  71.3, 359.4,  28.5,  35.5,  87.32,  99.85,    17.27,  133.19,   94.93,  156.39, 1136.49,   57.46,  583.80,  5446.7,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:45,  +00:00,       ,   -1.3187451,   36.8139420,  5411.2, 30.21,  5498.1,  16.8,   0.00,   0.00,    0.00,  -0.29,   1.01,  -0.02,   0.00,  71.3, 359.4,  28.5,  35.5,  87.32,  99.85,    16.77,  133.25,   94.78,  149.02, 1125.90,   56.46,  571.18,  5446.7,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:46,  +00:00,       ,   -1.3187442,   36.8139458,  5411.2, 30.21,  5498.1,  16.8,   0.00,   0.00,    0.00,  -0.36,   1.08,  -0.02,  -0.00,  72.3, 359.4,  28.5,  34.5,  87.32,  99.85,    16.54,  133.30,   94.65,  144.65, 1113.09,   55.69,  566.38,  5446.6,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:47,  +00:00,       ,   -1.3187431,   36.8139496,  5411.2, 30.21,  5499.0,  16.8,   0.00,   0.00,    0.00,  -0.38,   1.11,  -0.01,   0.00,  73.4, 359.4,  28.4,  30.6,  87.32,  99.91,    16.43,  133.36,   94.70,  142.64, 1100.43,   55.15,  566.40,  5447.5,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:48,  +00:00,       ,   -1.3187430,   36.8139534,  5411.2, 30.21,  5499.1,  16.8,   0.00,   0.00,    0.00,  -0.47,   0.98,  -0.01,  -0.01,  75.3, 359.4,  28.3,  27.2,  87.32,  99.85,    16.38,  133.43,   94.66,  141.45, 1088.51,   54.80,  568.86,  5447.6,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:50,  +00:00,       ,   -1.3187422,   36.8139572,  5411.2, 30.21,  5499.1,  16.5,   0.00,   0.00,    0.00,  -0.60,   0.79,  -0.01,  -0.00,  78.9, 359.4,  28.2,  24.9,  87.32,  99.97,    16.37,  133.56,   94.73,  139.79, 1074.44,   54.48,  573.60,  5447.6,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  79.0,       
2019-08-19, 06:16:51,  +00:00,       ,   -1.3187445,   36.8139534,  5411.2, 30.21,  5501.2,  16.5,   0.00,   0.00,    0.00,  -0.66,   0.69,  -0.01,   0.00,  80.6, 359.4,  28.2,  24.2,  87.32,  99.97,    16.35,  133.61,   94.67,  139.62, 1069.68,   54.40,  575.77,  5449.8,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:16:52,  +00:00,       ,   -1.3187449,   36.8139610,  5411.2, 30.21,  5501.3,  16.5,   0.00,   0.00,    0.00,  -0.73,   0.65,  -0.02,  -0.00,  82.6, 359.4,  28.2,  23.4,  87.32, 100.04,    16.35,  133.67,   94.63,  138.43, 1065.88,   54.34,  577.57,  5449.8,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:16:54,  +00:00,       ,   -1.3187449,   36.8139648,  5411.2, 30.21,  5501.5,  16.5,   0.00,   0.00,    0.00,  -0.77,   0.67,  -0.01,  -0.00,  85.4, 359.4,  28.1,  22.6,  87.32, 100.12,    16.35,  133.77,   94.69,  139.14, 1061.09,   54.26,  580.30,  5450.1,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:16:55,  +00:00,       ,   -1.3187450,   36.8139687,  5411.2, 30.21,  5501.7,  16.5,   0.00,   0.00,    0.00,  -0.87,   0.67,  -0.01,  -0.00,  86.6, 359.4,  28.1,  22.6,  87.20, 100.12,    16.35,  133.82,   94.63,  139.21, 1059.15,   54.25,  580.98,  5450.2,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:16:56,  +00:00,       ,   -1.3187451,   36.8139687,  5411.2, 30.21,  5501.6,  16.5,   0.00,   0.00,    0.00,  -0.94,   0.68,  -0.01,   0.01,  87.8, 359.4,  28.1,  22.3,  87.20, 100.20,    16.35,  133.88,   94.63,  138.90, 1057.82,   54.23,  581.23,  5450.1,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:16:57,  +00:00,       ,   -1.3187455,   36.8139687,  5411.2, 30.21,  5502.1,  16.5,   0.00,   0.00,    0.00,  -0.97,   0.68,  -0.01,  -0.00,  88.4, 359.4,  28.0,  22.3,  87.20, 100.20,    16.35,  133.93,   94.64,  138.35, 1057.04,   54.23,  581.56,  5450.6,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:16:58,  +00:00,       ,   -1.3187457,   36.8139687,  5410.2, 30.21,  5502.3,  16.5,   0.00,   0.00,    0.00,  -0.99,   0.65,  -0.01,  -0.00,  88.4, 359.4,  28.0,  22.1,  87.20, 100.28,    16.35,  133.98,   94.59,  138.47, 1056.47,   54.22,  582.02,  5450.8,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:16:59,  +00:00,       ,   -1.3187462,   36.8139687,  5411.2, 30.21,  5502.4,  16.5,   0.00,   0.00,    0.00,  -1.01,   0.66,  -0.01,   0.00,  88.4, 359.4,  28.0,  22.3,  87.07, 100.20,    16.35,  134.03,   94.75,  139.02, 1056.13,   54.22,  582.22,  5450.9,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:17:00,  +00:00,       ,   -1.3187463,   36.8139687,  5411.2, 30.21,  5502.7,  16.5,   0.00,   0.00,    0.00,  -1.08,   0.65,  -0.01,   0.00,  88.4, 359.4,  28.0,  22.4,  87.07, 100.04,    16.33,  134.09,   94.59,  139.66, 1055.54,   54.21,  582.18,  5451.2,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:17:01,  +00:00,       ,   -1.3187462,   36.8139725,  5411.2, 30.21,  5502.7,  16.5,   0.00,   0.00,    0.00,  -1.07,   0.65,  -0.01,  -0.01,  88.4, 359.4,  28.1,  24.9,  86.94,  99.97,    16.57,  134.15,   94.67,  140.61, 1055.54,   54.27,  582.48,  5451.2,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:17:02,  +00:00,       ,   -1.3187463,   36.8139687,  5410.2, 30.21,  5503.1,  16.5,   0.00,   0.00,    0.00,  -1.05,   0.65,  -0.01,  -0.01,  88.4, 359.4,  28.5,  42.8,  86.69,  99.91,    19.47,  134.21,   95.16,  179.69, 1087.43,   57.46,  617.36,  5451.7,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:17:04,  +00:00,       ,   -1.3187466,   36.8139725,  5411.2, 30.21,  5503.2,  16.5,   0.00,   0.00,    0.00,  -1.02,   0.59,  -0.00,   0.00,  88.4, 359.4,  28.5,  36.2,  86.43,  99.78,    21.36,  134.31,   95.25,  228.22, 1208.42,   63.45,  648.80,  5451.8,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.5,       
2019-08-19, 06:17:05,  +00:00,       ,   -1.3187464,   36.8139725,  5411.2, 30.21,  5503.3,  16.5,   0.00,   0.00,    0.00,  -0.92,   0.36,   0.00,  -0.01,  90.4, 359.4,  28.5,  34.4,  86.31,  99.59,    21.16,  134.37,   95.22,  232.61, 1263.71,   64.69,  631.24,  5451.8,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:06,  +00:00,       ,   -1.3187476,   36.8139801,  5411.2, 30.21,  5502.1,  16.5,   0.00,   1.13,    0.00,  -1.01,   0.15,   0.00,  -0.00,  94.0, 359.4,  28.5,  33.4,  86.05,  99.41,    20.76,  134.43,   95.02,  228.44, 1297.33,   64.90,  608.20,  5450.7,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:07,  +00:00,       ,   -1.3187492,   36.8139839,  5411.2, 30.21,  5502.0,  16.5,   0.00,   1.54,    0.00,  -0.92,  -0.16,   0.02,   0.01,  99.4, 359.4,  28.5,  32.8,  85.80,  99.28,    20.45,  134.49,   95.07,  224.30, 1314.00,   64.79,  590.13,  5450.5,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:08,  +00:00,       ,   -1.3187526,   36.8139954,  5411.2, 30.21,  5501.9,  16.5,   0.00,   1.90,    0.00,  -0.77,  -0.03,  -0.00,   0.03, 105.3, 359.4,  28.5,  32.3,  85.80,  99.28,    20.05,  134.56,   94.93,  217.29, 1317.99,   64.40,  576.46,  5450.4,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:09,  +00:00,       ,   -1.3187600,   36.8140068,  5410.2, 30.21,  5501.9,  16.5,   0.00,   2.10,    0.00,  -0.54,  -0.05,   0.02,  -0.00, 112.0, 118.7,  28.5,  32.3,  85.54,  99.41,    18.99,  134.63,   95.05,  195.39, 1299.52,   62.82,  559.92,  5450.4,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:10,  +00:00,       ,   -1.3187668,   36.8140144,  5410.2, 30.21,  5502.7,  16.5,   0.00,   2.55,    0.00,  -0.60,  -0.01,   0.02,   0.00, 119.7, 124.6,  28.5,  32.1,  85.16,  99.28,    18.69,  134.70,   94.99,  190.21, 1274.41,   61.73,  550.99,  5451.3,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -7.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:11,  +00:00,       ,   -1.3187752,   36.8140221,  5410.2, 30.21,  5502.8,  16.5,   0.00,   2.68,    0.00,  -0.12,   0.15,   0.01,  -0.02, 127.1, 131.8,  28.5,  31.8,  84.78,  99.09,    18.76,  134.75,   94.99,  188.54, 1258.28,   61.40,  553.21,  5451.3,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:12,  +00:00,       ,   -1.3187859,   36.8140297,  5411.2, 30.21,  5502.9,  16.5,   0.00,   2.92,    0.00,   0.05,   0.26,   0.01,  -0.01, 134.8, 138.6,  28.5,  31.6,  84.40,  99.09,    18.80,  134.82,   94.84,  188.73, 1249.79,   61.32,  558.08,  5451.4,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -7.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:13,  +00:00,       ,   -1.3187975,   36.8140411,  5411.2, 30.21,  5503.0,  16.5,   0.00,   3.09,    0.92,  -0.07,  -0.01,   0.04,  -0.01, 142.6, 144.4,  28.5,  31.5,  84.40,  99.03,    18.86,  134.89,   94.91,  189.67, 1244.32,   61.29,  561.35,  5451.5,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:14,  +00:00,       ,   -1.3188108,   36.8140488,  5411.2, 30.21,  5502.8,  16.5,   0.00,   3.13,    6.26,   0.00,   0.30,   0.01,   0.05, 150.4, 153.4,  28.5,  31.1,  83.89,  99.09,    18.89,  134.95,   94.96,  190.64, 1241.44,   61.33,  563.54,  5451.3,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:15,  +00:00,       ,   -1.3188249,   36.8140526,  5411.2, 30.21,  5502.9,  16.5,   0.00,   3.27,    4.43,  -0.27,  -0.13,  -0.01,   0.05, 157.9, 159.3,  28.5,  31.3,  83.38,  99.09,    19.40,  135.00,   94.82,  199.92, 1242.30,   61.73,  567.44,  5451.4,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:16,  +00:00,       ,   -1.3188406,   36.8140526,  5411.2, 30.21,  5502.9,  16.5,   0.00,   3.42,    2.12,  -0.32,  -0.53,   0.04,  -0.03, 163.9, 164.5,  28.5,  30.7,  82.74,  99.41,    20.39,  135.06,   94.87,  219.22, 1264.19,   63.47,  584.05,  5451.5,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   3.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:17,  +00:00,       ,   -1.3188583,   36.8140564,  5411.2, 30.21,  5503.0,  16.5,   0.00,   3.65,    0.88,   0.76,  -0.56,   0.01,   0.05, 169.2, 169.2,  28.5,  30.6,  81.98,  99.47,    20.36,  135.11,   94.96,  222.02, 1285.48,   64.22,  586.21,  5451.5,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:18,  +00:00,       ,   -1.3188766,   36.8140602,  5411.2, 30.21,  5503.0,  16.5,   0.00,   4.04,    0.34,   0.54,  -0.62,   0.04,  -0.05, 173.8, 172.9,  28.5,  30.2,  81.21,  99.09,    20.15,  135.16,   94.87,  217.75, 1298.29,   64.28,  579.22,  5451.5,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   3.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:19,  +00:00,       ,   -1.3188976,   36.8140640,  5411.2, 30.21,  5503.0,  16.5,   0.00,   4.30,    0.13,  -0.19,  -0.79,   0.01,   0.03, 176.8, 176.0,  28.5,  30.4,  81.21,  99.78,    20.06,  135.23,   94.71,  217.83, 1306.72,   64.25,  573.03,  5451.5,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:20,  +00:00,       ,   -1.3189173,   36.8140640,  5411.2, 30.21,  5503.0,  16.5,   0.00,   4.45,    0.05,  -0.53,  -0.91,   0.02,   0.07, 178.9, 177.5,  28.5,  30.2,  80.45,  99.34,    20.00,  135.28,   94.83,  217.12, 1311.89,   64.26,  569.40,  5451.6,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,       ,       ,       ,      ,       ,       ,    0.6,      0,    TO,     TO,   0.0,   7.0,   0.0,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:21,  +00:00,   HKOK,   -1.3189422,   36.8140640,  5411.2, 30.21,  5503.0,  16.5,   0.00,   4.84,    0.02,  -0.37,  -0.99,   0.03,   0.00, 180.2, 179.1,  28.5,  30.2,  79.75,  99.66,    19.95,  135.35,   94.98,  217.18, 1314.71,   64.23,  567.23,  5451.5,   0,  GPS,  279.0, 113.10, 110.30, 121.900, 118.100,  0.852,       ,       ,      ,  102.5,  -93.6,    0.6,      0,    TO,     TO,   0.0,   7.0,  -3.9,     3D, 1852,      ,       ,  86.0,       
2019-08-19, 06:17:23,  +00:00,   HKOK,   -1.3189892,   36.8140602,  5411.2, 30.21,  5503.0,  16.5,   0.00,   5.27,    0.00,  -0.04,  -0.21,  -0.00,   0.02, 182.5, 182.0,  28.5,  29.6,  77.67,  98.96,    19.74,  135.48,   94.89,  212.44, 1315.86,   64.08,  563.23,  5451.5,   0,  GPS,  265.9, 113.10, 110.30, 121.900, 118.100,  0.855,       ,       ,      ,  102.5,  -93.6,    0.6,      0,    TO,     TO,   0.0,   7.0,  -7.9,     3D, 1852,      ,       ,  86.0,       
